sitename,itemname,itemengname,itemunit,monitormonth,concentration
嘉義,細懸浮微粒,PM2.5,μg/m3,2023-08,6.4
嘉義,相對濕度,RH,%,2023-08,82
新營,二氧化硫,SO2,ppb,2023-08,0.9
新營,一氧化碳,CO,ppm,2023-08,0.18
新營,臭氧,O3,ppb,2023-08,22.1
安南,一氧化氮,NO,ppb,2023-08,1.9
安南,二氧化氮,NO2,ppb,2023-08,7.7
安南,風速,WIND_SPEED,m/sec,2023-08,2.2
安南,溫度,AMB_TEMP,℃,2023-08,29.5
安南,細懸浮微粒,PM2.5,μg/m3,2023-08,8.3
安南,相對濕度,RH,%,2023-08,79
臺南,二氧化硫,SO2,ppb,2023-08,0.4
臺南,一氧化碳,CO,ppm,2023-08,0.23
臺南,臭氧,O3,ppb,2023-08,24.2
臺南,懸浮微粒,PM10,μg/m3,2023-08,18
臺南,氮氧化物,NOx,ppb,2023-08,8.2
臺南,一氧化氮,NO,ppb,2023-08,1.1
臺南,二氧化氮,NO2,ppb,2023-08,7
臺南,風速,WIND_SPEED,m/sec,2023-08,0.6
臺南,溫度,AMB_TEMP,℃,2023-08,28.3
臺南,細懸浮微粒,PM2.5,μg/m3,2023-08,8.6
臺南,相對濕度,RH,%,2023-08,83
美濃,二氧化硫,SO2,ppb,2023-08,0.4
美濃,一氧化碳,CO,ppm,2023-08,0.16
美濃,臭氧,O3,ppb,2023-08,21.8
美濃,懸浮微粒,PM10,μg/m3,2023-08,17
美濃,氮氧化物,NOx,ppb,2023-08,3.4
美濃,一氧化氮,NO,ppb,2023-08,0.7
美濃,二氧化氮,NO2,ppb,2023-08,2.6
美濃,風速,WIND_SPEED,m/sec,2023-08,1
美濃,溫度,AMB_TEMP,℃,2023-08,28
美濃,細懸浮微粒,PM2.5,μg/m3,2023-08,6.3
美濃,相對濕度,RH,%,2023-08,90
橋頭,二氧化硫,SO2,ppb,2023-08,1.2
橋頭,一氧化碳,CO,ppm,2023-08,0.21
橋頭,臭氧,O3,ppb,2023-08,20.4
橋頭,懸浮微粒,PM10,μg/m3,2023-08,19
橋頭,氮氧化物,NOx,ppb,2023-08,9.3
橋頭,一氧化氮,NO,ppb,2023-08,1.7
橋頭,二氧化氮,NO2,ppb,2023-08,7.4
橋頭,風速,WIND_SPEED,m/sec,2023-08,2.2
橋頭,溫度,AMB_TEMP,℃,2023-08,28.9
橋頭,細懸浮微粒,PM2.5,μg/m3,2023-08,8.6
橋頭,相對濕度,RH,%,2023-08,86
仁武,二氧化硫,SO2,ppb,2023-08,1
仁武,一氧化碳,CO,ppm,2023-08,0.22
仁武,臭氧,O3,ppb,2023-08,22.2
仁武,懸浮微粒,PM10,μg/m3,2023-08,19
仁武,氮氧化物,NOx,ppb,2023-08,10.3
仁武,一氧化氮,NO,ppb,2023-08,1.7
仁武,二氧化氮,NO2,ppb,2023-08,8.5
仁武,風速,WIND_SPEED,m/sec,2023-08,1.9
仁武,溫度,AMB_TEMP,℃,2023-08,28.7
仁武,細懸浮微粒,PM2.5,μg/m3,2023-08,9.4
仁武,相對濕度,RH,%,2023-08,86
鳳山,二氧化硫,SO2,ppb,2023-08,1.3
鳳山,一氧化碳,CO,ppm,2023-08,0.36
鳳山,臭氧,O3,ppb,2023-08,18.4
鳳山,懸浮微粒,PM10,μg/m3,2023-08,20
鳳山,氮氧化物,NOx,ppb,2023-08,12.6
鳳山,一氧化氮,NO,ppb,2023-08,2.5
鳳山,二氧化氮,NO2,ppb,2023-08,10
鳳山,風速,WIND_SPEED,m/sec,2023-08,0.7
鳳山,溫度,AMB_TEMP,℃,2023-08,29.2
鳳山,細懸浮微粒,PM2.5,μg/m3,2023-08,7.1
鳳山,相對濕度,RH,%,2023-08,86
大寮,二氧化硫,SO2,ppb,2023-08,1.9
大寮,一氧化碳,CO,ppm,2023-08,0.19
大寮,臭氧,O3,ppb,2023-08,18.7
大寮,懸浮微粒,PM10,μg/m3,2023-08,25
大寮,氮氧化物,NOx,ppb,2023-08,10.3
大寮,一氧化氮,NO,ppb,2023-08,1.9
大寮,二氧化氮,NO2,ppb,2023-08,8.3
大寮,風速,WIND_SPEED,m/sec,2023-08,1.4
大寮,溫度,AMB_TEMP,℃,2023-08,28.9
大寮,細懸浮微粒,PM2.5,μg/m3,2023-08,9.5
大寮,相對濕度,RH,%,2023-08,85
林園,二氧化硫,SO2,ppb,2023-08,1.1
林園,一氧化碳,CO,ppm,2023-08,0.16
林園,臭氧,O3,ppb,2023-08,23.1
林園,懸浮微粒,PM10,μg/m3,2023-08,28
林園,氮氧化物,NOx,ppb,2023-08,5.7
林園,一氧化氮,NO,ppb,2023-08,1.1
林園,二氧化氮,NO2,ppb,2023-08,4.5
林園,風速,WIND_SPEED,m/sec,2023-08,1.7
林園,溫度,AMB_TEMP,℃,2023-08,29.1
林園,細懸浮微粒,PM2.5,μg/m3,2023-08,7.5
林園,相對濕度,RH,%,2023-08,89
楠梓,二氧化硫,SO2,ppb,2023-08,1.4
楠梓,一氧化碳,CO,ppm,2023-08,0.21
楠梓,臭氧,O3,ppb,2023-08,18.9
楠梓,懸浮微粒,PM10,μg/m3,2023-08,20
楠梓,氮氧化物,NOx,ppb,2023-08,13.1
楠梓,一氧化氮,NO,ppb,2023-08,2.7
楠梓,二氧化氮,NO2,ppb,2023-08,10.4
楠梓,風速,WIND_SPEED,m/sec,2023-08,1.5
楠梓,溫度,AMB_TEMP,℃,2023-08,29.2
楠梓,細懸浮微粒,PM2.5,μg/m3,2023-08,8
楠梓,相對濕度,RH,%,2023-08,84
左營,二氧化硫,SO2,ppb,2023-08,1.5
左營,一氧化碳,CO,ppm,2023-08,0.25
左營,臭氧,O3,ppb,2023-08,20.7
左營,懸浮微粒,PM10,μg/m3,2023-08,21
左營,氮氧化物,NOx,ppb,2023-08,11.1
左營,一氧化氮,NO,ppb,2023-08,1.9
左營,二氧化氮,NO2,ppb,2023-08,9.1
左營,風速,WIND_SPEED,m/sec,2023-08,1.8
左營,溫度,AMB_TEMP,℃,2023-08,29.7
左營,細懸浮微粒,PM2.5,μg/m3,2023-08,10.6
小港,臭氧,O3,ppb,2023-08,17.1
小港,懸浮微粒,PM10,μg/m3,2023-08,22
小港,氮氧化物,NOx,ppb,2023-08,17.4
小港,細懸浮微粒,PM2.5,μg/m3,2023-08,10.4
小港,相對濕度,RH,%,2023-08,89
屏東,二氧化硫,SO2,ppb,2023-08,0.9
屏東,一氧化碳,CO,ppm,2023-08,0.23
屏東,臭氧,O3,ppb,2023-08,21.6
恆春,細懸浮微粒,PM2.5,μg/m3,2023-08,4
花蓮,一氧化氮,NO,ppb,2023-08,1
花蓮,二氧化氮,NO2,ppb,2023-08,3.4
花蓮,風速,WIND_SPEED,m/sec,2023-08,1.7
花蓮,溫度,AMB_TEMP,℃,2023-08,29.2
陽明,二氧化硫,SO2,ppb,2023-08,0.7
陽明,臭氧,O3,ppb,2023-08,29.4
陽明,一氧化氮,NO,ppb,2023-08,0.6
陽明,二氧化氮,NO2,ppb,2023-08,2.2
陽明,風速,WIND_SPEED,m/sec,2023-08,2.5
宜蘭,二氧化硫,SO2,ppb,2023-08,1
宜蘭,一氧化碳,CO,ppm,2023-08,0.15
宜蘭,臭氧,O3,ppb,2023-08,24.4
宜蘭,懸浮微粒,PM10,μg/m3,2023-08,15
宜蘭,氮氧化物,NOx,ppb,2023-08,4.7
宜蘭,一氧化氮,NO,ppb,2023-08,0.9
冬山,細懸浮微粒,PM2.5,μg/m3,2023-08,5.2
冬山,相對濕度,RH,%,2023-08,75
三重,二氧化硫,SO2,ppb,2023-08,1
三重,一氧化碳,CO,ppm,2023-08,0.78
三重,懸浮微粒,PM10,μg/m3,2023-08,21
三重,氮氧化物,NOx,ppb,2023-08,55.7
三重,一氧化氮,NO,ppb,2023-08,32.7
三重,二氧化氮,NO2,ppb,2023-08,22.9
三重,溫度,AMB_TEMP,℃,2023-08,30.8
三重,細懸浮微粒,PM2.5,μg/m3,2023-08,11.6
三重,相對濕度,RH,%,2023-08,70
中壢,二氧化硫,SO2,ppb,2023-08,1.2
中壢,一氧化碳,CO,ppm,2023-08,0.67
中壢,臭氧,O3,ppb,2023-08,16.5
中壢,懸浮微粒,PM10,μg/m3,2023-08,21
中壢,氮氧化物,NOx,ppb,2023-08,33.6
中壢,一氧化氮,NO,ppb,2023-08,17
中壢,二氧化氮,NO2,ppb,2023-08,16.5
中壢,風速,WIND_SPEED,m/sec,2023-08,0.9
中壢,溫度,AMB_TEMP,℃,2023-08,29.6
中壢,細懸浮微粒,PM2.5,μg/m3,2023-08,10.3
中壢,相對濕度,RH,%,2023-08,76
竹山,二氧化硫,SO2,ppb,2023-08,0.6
竹山,一氧化碳,CO,ppm,2023-08,0.12
竹山,臭氧,O3,ppb,2023-08,21.7
竹山,懸浮微粒,PM10,μg/m3,2023-08,20
竹山,氮氧化物,NOx,ppb,2023-08,3.9
竹山,一氧化氮,NO,ppb,2023-08,0.9
竹山,二氧化氮,NO2,ppb,2023-08,3
竹山,風速,WIND_SPEED,m/sec,2023-08,1.3
竹山,溫度,AMB_TEMP,℃,2023-08,28.5
竹山,細懸浮微粒,PM2.5,μg/m3,2023-08,7.8
竹山,相對濕度,RH,%,2023-08,85
永和,二氧化硫,SO2,ppb,2023-08,0.9
永和,一氧化碳,CO,ppm,2023-08,0.48
永和,臭氧,O3,ppb,2023-08,19.5
永和,懸浮微粒,PM10,μg/m3,2023-08,18
永和,氮氧化物,NOx,ppb,2023-08,17.5
永和,一氧化氮,NO,ppb,2023-08,5.6
永和,二氧化氮,NO2,ppb,2023-08,11.8
永和,風速,WIND_SPEED,m/sec,2023-08,1.6
永和,溫度,AMB_TEMP,℃,2023-08,30.4
永和,細懸浮微粒,PM2.5,μg/m3,2023-08,10.9
永和,相對濕度,RH,%,2023-08,66
復興,二氧化硫,SO2,ppb,2023-08,1.3
復興,一氧化碳,CO,ppm,2023-08,0.33
復興,臭氧,O3,ppb,2023-08,18.6
復興,懸浮微粒,PM10,μg/m3,2023-08,17
復興,氮氧化物,NOx,ppb,2023-08,14.8
復興,一氧化氮,NO,ppb,2023-08,3.1
復興,二氧化氮,NO2,ppb,2023-08,11.6
復興,風速,WIND_SPEED,m/sec,2023-08,0.7
復興,溫度,AMB_TEMP,℃,2023-08,29.1
復興,細懸浮微粒,PM2.5,μg/m3,2023-08,7.6
復興,相對濕度,RH,%,2023-08,82
埔里,二氧化硫,SO2,ppb,2023-08,0.9
埔里,一氧化碳,CO,ppm,2023-08,0.16
埔里,臭氧,O3,ppb,2023-08,21
埔里,懸浮微粒,PM10,μg/m3,2023-08,14
埔里,氮氧化物,NOx,ppb,2023-08,4.2
埔里,一氧化氮,NO,ppb,2023-08,1.3
埔里,二氧化氮,NO2,ppb,2023-08,2.8
埔里,風速,WIND_SPEED,m/sec,2023-08,1.5
埔里,溫度,AMB_TEMP,℃,2023-08,26.7
埔里,細懸浮微粒,PM2.5,μg/m3,2023-08,7
埔里,相對濕度,RH,%,2023-08,82
馬祖,二氧化硫,SO2,ppb,2023-08,0.8
馬祖,一氧化碳,CO,ppm,2023-08,0.17
馬祖,臭氧,O3,ppb,2023-08,39.7
馬祖,懸浮微粒,PM10,μg/m3,2023-08,24
馬祖,氮氧化物,NOx,ppb,2023-08,5.5
馬祖,一氧化氮,NO,ppb,2023-08,0.9
馬祖,二氧化氮,NO2,ppb,2023-08,4.5
馬祖,風速,WIND_SPEED,m/sec,2023-08,2.2
馬祖,溫度,AMB_TEMP,℃,2023-08,28.9
馬祖,細懸浮微粒,PM2.5,μg/m3,2023-08,11.3
馬祖,相對濕度,RH,%,2023-08,82
金門,二氧化硫,SO2,ppb,2023-08,1.4
金門,一氧化碳,CO,ppm,2023-08,0.19
金門,臭氧,O3,ppb,2023-08,33.9
金門,懸浮微粒,PM10,μg/m3,2023-08,22
金門,氮氧化物,NOx,ppb,2023-08,8.9
金門,一氧化氮,NO,ppb,2023-08,1.3
金門,二氧化氮,NO2,ppb,2023-08,7.5
金門,風速,WIND_SPEED,m/sec,2023-08,1.9
金門,溫度,AMB_TEMP,℃,2023-08,29.1
金門,細懸浮微粒,PM2.5,μg/m3,2023-08,12.5
金門,相對濕度,RH,%,2023-08,89
馬公,二氧化硫,SO2,ppb,2023-08,0.4
馬公,一氧化碳,CO,ppm,2023-08,0.12
馬公,臭氧,O3,ppb,2023-08,27.9
馬公,懸浮微粒,PM10,μg/m3,2023-08,16
馬公,氮氧化物,NOx,ppb,2023-08,7.1
馬公,一氧化氮,NO,ppb,2023-08,2
馬公,二氧化氮,NO2,ppb,2023-08,5
馬公,風速,WIND_SPEED,m/sec,2023-08,2
馬公,溫度,AMB_TEMP,℃,2023-08,30
馬公,細懸浮微粒,PM2.5,μg/m3,2023-08,5.9
馬公,相對濕度,RH,%,2023-08,78
關山,二氧化硫,SO2,ppb,2023-08,0.5
關山,一氧化碳,CO,ppm,2023-08,0.11
關山,臭氧,O3,ppb,2023-08,14.5
富貴角,風速,WIND_SPEED,m/sec,2023-08,4
富貴角,溫度,AMB_TEMP,℃,2023-08,29
富貴角,細懸浮微粒,PM2.5,μg/m3,2023-08,8.7
富貴角,相對濕度,RH,%,2023-08,87
大城,二氧化硫,SO2,ppb,2023-08,1
大城,一氧化碳,CO,ppm,2023-08,0.11
大城,臭氧,O3,ppb,2023-08,25.5
大城,懸浮微粒,PM10,μg/m3,2023-08,20
大城,氮氧化物,NOx,ppb,2023-08,4.5
大城,一氧化氮,NO,ppb,2023-08,1.1
大城,二氧化氮,NO2,ppb,2023-08,3.3
大城,風速,WIND_SPEED,m/sec,2023-08,2.5
大城,溫度,AMB_TEMP,℃,2023-08,29.8
大城,細懸浮微粒,PM2.5,μg/m3,2023-08,6.9
大城,相對濕度,RH,%,2023-08,79
彰化,臭氧,O3,ppb,2023-08,25.7
斗六,風速,WIND_SPEED,m/sec,2023-08,1.5
斗六,溫度,AMB_TEMP,℃,2023-08,29.9
斗六,細懸浮微粒,PM2.5,μg/m3,2023-08,7.7
斗六,相對濕度,RH,%,2023-08,77
崙背,二氧化硫,SO2,ppb,2023-08,0.8
崙背,一氧化碳,CO,ppm,2023-08,0.13
崙背,臭氧,O3,ppb,2023-08,22.1
崙背,懸浮微粒,PM10,μg/m3,2023-08,18
崙背,氮氧化物,NOx,ppb,2023-08,4.8
崙背,一氧化氮,NO,ppb,2023-08,1
臺西,氮氧化物,NOx,ppb,2023-08,5.2
臺西,一氧化氮,NO,ppb,2023-08,1.2
臺西,二氧化氮,NO2,ppb,2023-08,3.9
臺西,風速,WIND_SPEED,m/sec,2023-08,2.9
臺西,溫度,AMB_TEMP,℃,2023-08,29.6
臺西,細懸浮微粒,PM2.5,μg/m3,2023-08,7
臺西,相對濕度,RH,%,2023-08,83
嘉義,二氧化硫,SO2,ppb,2023-08,1.3
嘉義,一氧化碳,CO,ppm,2023-08,0.16
嘉義,臭氧,O3,ppb,2023-08,25.8
嘉義,懸浮微粒,PM10,μg/m3,2023-08,18
嘉義,氮氧化物,NOx,ppb,2023-08,4.7
嘉義,一氧化氮,NO,ppb,2023-08,0.8
嘉義,二氧化氮,NO2,ppb,2023-08,3.7
新營,懸浮微粒,PM10,μg/m3,2023-08,18
新營,氮氧化物,NOx,ppb,2023-08,6.3
新營,一氧化氮,NO,ppb,2023-08,1.3
新營,二氧化氮,NO2,ppb,2023-08,4.9
新營,風速,WIND_SPEED,m/sec,2023-08,1.4
新營,溫度,AMB_TEMP,℃,2023-08,29.4
新營,細懸浮微粒,PM2.5,μg/m3,2023-08,7.1
新營,相對濕度,RH,%,2023-08,83
善化,二氧化硫,SO2,ppb,2023-08,0.8
善化,一氧化碳,CO,ppm,2023-08,0.12
善化,臭氧,O3,ppb,2023-08,21
善化,懸浮微粒,PM10,μg/m3,2023-08,14
善化,氮氧化物,NOx,ppb,2023-08,6.1
善化,一氧化氮,NO,ppb,2023-08,1
善化,二氧化氮,NO2,ppb,2023-08,5
善化,風速,WIND_SPEED,m/sec,2023-08,2
善化,溫度,AMB_TEMP,℃,2023-08,28.9
善化,細懸浮微粒,PM2.5,μg/m3,2023-08,7.3
善化,相對濕度,RH,%,2023-08,81
安南,二氧化硫,SO2,ppb,2023-08,1
安南,一氧化碳,CO,ppm,2023-08,0.23
安南,臭氧,O3,ppb,2023-08,21.2
安南,懸浮微粒,PM10,μg/m3,2023-08,21
安南,氮氧化物,NOx,ppb,2023-08,9.7
左營,相對濕度,RH,%,2023-08,81
前金,二氧化硫,SO2,ppb,2023-08,1
前金,一氧化碳,CO,ppm,2023-08,0.25
前金,臭氧,O3,ppb,2023-08,21.4
前金,懸浮微粒,PM10,μg/m3,2023-08,21
前金,氮氧化物,NOx,ppb,2023-08,11.6
前金,一氧化氮,NO,ppb,2023-08,2.2
前金,二氧化氮,NO2,ppb,2023-08,9.4
前金,風速,WIND_SPEED,m/sec,2023-08,1.7
前金,溫度,AMB_TEMP,℃,2023-08,29.5
前金,細懸浮微粒,PM2.5,μg/m3,2023-08,10.3
前金,相對濕度,RH,%,2023-08,86
前鎮,二氧化硫,SO2,ppb,2023-08,1.8
前鎮,一氧化碳,CO,ppm,2023-08,0.31
前鎮,臭氧,O3,ppb,2023-08,18.2
前鎮,懸浮微粒,PM10,μg/m3,2023-08,21
前鎮,氮氧化物,NOx,ppb,2023-08,16.5
前鎮,一氧化氮,NO,ppb,2023-08,4.5
前鎮,二氧化氮,NO2,ppb,2023-08,11.9
前鎮,風速,WIND_SPEED,m/sec,2023-08,0.9
前鎮,溫度,AMB_TEMP,℃,2023-08,28.9
前鎮,細懸浮微粒,PM2.5,μg/m3,2023-08,8
前鎮,相對濕度,RH,%,2023-08,88
小港,二氧化硫,SO2,ppb,2023-08,2.2
小港,一氧化碳,CO,ppm,2023-08,0.24
小港,一氧化氮,NO,ppb,2023-08,4.3
小港,二氧化氮,NO2,ppb,2023-08,13
小港,風速,WIND_SPEED,m/sec,2023-08,1.9
小港,溫度,AMB_TEMP,℃,2023-08,29.4
屏東,懸浮微粒,PM10,μg/m3,2023-08,18
屏東,氮氧化物,NOx,ppb,2023-08,7.5
屏東,一氧化氮,NO,ppb,2023-08,1.1
屏東,二氧化氮,NO2,ppb,2023-08,6.3
屏東,風速,WIND_SPEED,m/sec,2023-08,1.5
屏東,溫度,AMB_TEMP,℃,2023-08,29.1
屏東,細懸浮微粒,PM2.5,μg/m3,2023-08,10.2
屏東,相對濕度,RH,%,2023-08,84
潮州,二氧化硫,SO2,ppb,2023-08,0.4
潮州,一氧化碳,CO,ppm,2023-08,0.13
潮州,臭氧,O3,ppb,2023-08,20.6
潮州,懸浮微粒,PM10,μg/m3,2023-08,19
潮州,氮氧化物,NOx,ppb,2023-08,4
潮州,一氧化氮,NO,ppb,2023-08,0.5
潮州,二氧化氮,NO2,ppb,2023-08,3.4
潮州,風速,WIND_SPEED,m/sec,2023-08,1.5
潮州,溫度,AMB_TEMP,℃,2023-08,28.3
潮州,細懸浮微粒,PM2.5,μg/m3,2023-08,7.8
潮州,相對濕度,RH,%,2023-08,85
恆春,二氧化硫,SO2,ppb,2023-08,0.2
恆春,一氧化碳,CO,ppm,2023-08,0.09
恆春,臭氧,O3,ppb,2023-08,25.3
恆春,懸浮微粒,PM10,μg/m3,2023-08,14
恆春,氮氧化物,NOx,ppb,2023-08,1.2
恆春,一氧化氮,NO,ppb,2023-08,0.5
恆春,二氧化氮,NO2,ppb,2023-08,0.6
恆春,風速,WIND_SPEED,m/sec,2023-08,3.7
恆春,溫度,AMB_TEMP,℃,2023-08,29.2
恆春,相對濕度,RH,%,2023-08,92
臺東,二氧化硫,SO2,ppb,2023-08,0.4
臺東,一氧化碳,CO,ppm,2023-08,0.15
臺東,臭氧,O3,ppb,2023-08,17.9
臺東,懸浮微粒,PM10,μg/m3,2023-08,12
臺東,氮氧化物,NOx,ppb,2023-08,5.3
臺東,一氧化氮,NO,ppb,2023-08,1.5
臺東,二氧化氮,NO2,ppb,2023-08,3.7
臺東,風速,WIND_SPEED,m/sec,2023-08,1.3
臺東,溫度,AMB_TEMP,℃,2023-08,29.3
臺東,細懸浮微粒,PM2.5,μg/m3,2023-08,5.3
臺東,相對濕度,RH,%,2023-08,75
花蓮,二氧化硫,SO2,ppb,2023-08,0.6
花蓮,一氧化碳,CO,ppm,2023-08,0.16
花蓮,臭氧,O3,ppb,2023-08,20.3
花蓮,懸浮微粒,PM10,μg/m3,2023-08,18
花蓮,氮氧化物,NOx,ppb,2023-08,4.4
花蓮,細懸浮微粒,PM2.5,μg/m3,2023-08,6.6
花蓮,相對濕度,RH,%,2023-08,77
陽明,一氧化碳,CO,ppm,2023-08,0.13
陽明,懸浮微粒,PM10,μg/m3,2023-08,12
陽明,氮氧化物,NOx,ppb,2023-08,2.9
陽明,溫度,AMB_TEMP,℃,2023-08,23.2
陽明,細懸浮微粒,PM2.5,μg/m3,2023-08,6.3
陽明,相對濕度,RH,%,2023-08,88
宜蘭,二氧化氮,NO2,ppb,2023-08,3.7
宜蘭,風速,WIND_SPEED,m/sec,2023-08,1.6
宜蘭,溫度,AMB_TEMP,℃,2023-08,30.3
宜蘭,細懸浮微粒,PM2.5,μg/m3,2023-08,9.5
宜蘭,相對濕度,RH,%,2023-08,72
冬山,二氧化硫,SO2,ppb,2023-08,0.7
冬山,一氧化碳,CO,ppm,2023-08,0.25
冬山,臭氧,O3,ppb,2023-08,18.9
冬山,懸浮微粒,PM10,μg/m3,2023-08,16
冬山,氮氧化物,NOx,ppb,2023-08,10.4
冬山,一氧化氮,NO,ppb,2023-08,2.9
冬山,二氧化氮,NO2,ppb,2023-08,7.4
冬山,風速,WIND_SPEED,m/sec,2023-08,1.6
冬山,溫度,AMB_TEMP,℃,2023-08,29.6
三重,臭氧,O3,ppb,2023-08,11.9
關山,懸浮微粒,PM10,μg/m3,2023-08,16
關山,氮氧化物,NOx,ppb,2023-08,3.1
關山,一氧化氮,NO,ppb,2023-08,0.9
關山,二氧化氮,NO2,ppb,2023-08,2.1
關山,風速,WIND_SPEED,m/sec,2023-08,0.8
關山,溫度,AMB_TEMP,℃,2023-08,28.4
關山,細懸浮微粒,PM2.5,μg/m3,2023-08,3.2
關山,相對濕度,RH,%,2023-08,77
麥寮,二氧化硫,SO2,ppb,2023-08,1.3
麥寮,一氧化碳,CO,ppm,2023-08,0.16
麥寮,臭氧,O3,ppb,2023-08,25
麥寮,懸浮微粒,PM10,μg/m3,2023-08,19
麥寮,氮氧化物,NOx,ppb,2023-08,5.7
麥寮,一氧化氮,NO,ppb,2023-08,1.3
麥寮,二氧化氮,NO2,ppb,2023-08,4.3
麥寮,風速,WIND_SPEED,m/sec,2023-08,2.5
麥寮,溫度,AMB_TEMP,℃,2023-08,30
麥寮,細懸浮微粒,PM2.5,μg/m3,2023-08,7.4
麥寮,相對濕度,RH,%,2023-08,87
富貴角,二氧化硫,SO2,ppb,2023-08,0.5
富貴角,一氧化碳,CO,ppm,2023-08,0.11
富貴角,臭氧,O3,ppb,2023-08,32.1
富貴角,懸浮微粒,PM10,μg/m3,2023-08,25
富貴角,氮氧化物,NOx,ppb,2023-08,3.1
富貴角,一氧化氮,NO,ppb,2023-08,0.2
富貴角,二氧化氮,NO2,ppb,2023-08,2.8
三義,臭氧,O3,ppb,2023-09,29.8
三義,懸浮微粒,PM10,μg/m3,2023-09,22
三義,二氧化氮,NO2,ppb,2023-09,5.1
基隆,二氧化硫,SO2,ppb,2023-09,0.8
基隆,一氧化碳,CO,ppm,2023-09,0.18
基隆,臭氧,O3,ppb,2023-09,22.5
基隆,懸浮微粒,PM10,μg/m3,2023-09,15
基隆,氮氧化物,NOx,ppb,2023-09,6.8
基隆,一氧化氮,NO,ppb,2023-09,1.8
基隆,二氧化氮,NO2,ppb,2023-09,4.9
基隆,風速,WIND_SPEED,m/sec,2023-09,1.2
基隆,溫度,AMB_TEMP,℃,2023-09,28.3
基隆,細懸浮微粒,PM2.5,μg/m3,2023-09,7.2
基隆,相對濕度,RH,%,2023-09,87
汐止,二氧化硫,SO2,ppb,2023-09,1
汐止,一氧化碳,CO,ppm,2023-09,0.18
汐止,臭氧,O3,ppb,2023-09,20.1
汐止,懸浮微粒,PM10,μg/m3,2023-09,15
汐止,氮氧化物,NOx,ppb,2023-09,12.7
汐止,一氧化氮,NO,ppb,2023-09,3.1
汐止,二氧化氮,NO2,ppb,2023-09,9.5
汐止,風速,WIND_SPEED,m/sec,2023-09,1.6
汐止,溫度,AMB_TEMP,℃,2023-09,29.2
汐止,細懸浮微粒,PM2.5,μg/m3,2023-09,10.2
汐止,相對濕度,RH,%,2023-09,79
萬里,二氧化硫,SO2,ppb,2023-09,1
萬里,一氧化碳,CO,ppm,2023-09,0.14
萬里,臭氧,O3,ppb,2023-09,24.2
萬里,懸浮微粒,PM10,μg/m3,2023-09,22
萬里,氮氧化物,NOx,ppb,2023-09,4.7
萬里,一氧化氮,NO,ppb,2023-09,1.3
萬里,二氧化氮,NO2,ppb,2023-09,3.3
萬里,風速,WIND_SPEED,m/sec,2023-09,2.7
萬里,溫度,AMB_TEMP,℃,2023-09,27.6
萬里,細懸浮微粒,PM2.5,μg/m3,2023-09,7.5
萬里,相對濕度,RH,%,2023-09,83
新店,二氧化硫,SO2,ppb,2023-09,0.7
新店,一氧化碳,CO,ppm,2023-09,0.2
新店,臭氧,O3,ppb,2023-09,25.6
新店,懸浮微粒,PM10,μg/m3,2023-09,15
新店,氮氧化物,NOx,ppb,2023-09,8.6
苗栗,臭氧,O3,ppb,2023-09,27
新店,一氧化氮,NO,ppb,2023-09,1.8
新店,二氧化氮,NO2,ppb,2023-09,6.7
新店,風速,WIND_SPEED,m/sec,2023-09,1.9
新店,溫度,AMB_TEMP,℃,2023-09,29.3
新店,細懸浮微粒,PM2.5,μg/m3,2023-09,7.8
新店,相對濕度,RH,%,2023-09,76
土城,二氧化硫,SO2,ppb,2023-09,0.9
土城,一氧化碳,CO,ppm,2023-09,0.25
土城,臭氧,O3,ppb,2023-09,24
土城,懸浮微粒,PM10,μg/m3,2023-09,18
土城,氮氧化物,NOx,ppb,2023-09,11
土城,一氧化氮,NO,ppb,2023-09,2.1
土城,二氧化氮,NO2,ppb,2023-09,8.7
苗栗,一氧化碳,CO,ppm,2023-09,0.2
苗栗,二氧化硫,SO2,ppb,2023-09,1.8
頭份,相對濕度,RH,%,2023-09,76
頭份,細懸浮微粒,PM2.5,μg/m3,2023-09,9.4
頭份,溫度,AMB_TEMP,℃,2023-09,29
頭份,風速,WIND_SPEED,m/sec,2023-09,1.6
土城,風速,WIND_SPEED,m/sec,2023-09,1.3
土城,溫度,AMB_TEMP,℃,2023-09,29.4
土城,細懸浮微粒,PM2.5,μg/m3,2023-09,9.8
土城,相對濕度,RH,%,2023-09,75
板橋,二氧化硫,SO2,ppb,2023-09,0.6
板橋,一氧化碳,CO,ppm,2023-09,0.3
板橋,臭氧,O3,ppb,2023-09,22.7
板橋,懸浮微粒,PM10,μg/m3,2023-09,16
板橋,氮氧化物,NOx,ppb,2023-09,13.4
板橋,一氧化氮,NO,ppb,2023-09,2.6
板橋,二氧化氮,NO2,ppb,2023-09,10.7
三義,氮氧化物,NOx,ppb,2023-09,6.2
三義,一氧化氮,NO,ppb,2023-09,1
苗栗,懸浮微粒,PM10,μg/m3,2023-09,17
苗栗,氮氧化物,NOx,ppb,2023-09,8.5
苗栗,一氧化氮,NO,ppb,2023-09,1.8
苗栗,二氧化氮,NO2,ppb,2023-09,6.6
苗栗,風速,WIND_SPEED,m/sec,2023-09,1.5
苗栗,溫度,AMB_TEMP,℃,2023-09,29.1
苗栗,細懸浮微粒,PM2.5,μg/m3,2023-09,10.4
苗栗,相對濕度,RH,%,2023-09,74
板橋,風速,WIND_SPEED,m/sec,2023-09,1.8
